date,datetimeObj,TT,NTT,Unavailable,Total,Overall_EMA
12/03/2020,2020-12-03,1,0,0,1,1.3932812774789234
12/10/2020,2020-12-10,1,1,0,2,1.5449609581091928
12/12/2020,2020-12-12,1,0,0,1,1.4087207185818944
12/18/2020,2020-12-18,1,0,0,1,1.3065405389364206
12/20/2020,2020-12-20,1,0,0,1,1.2299054042023154
12/24/2020,2020-12-24,3,1,0,4,1.9224290531517367
01/08/2021,2021-01-08,2,2,0,4,2.4418217898638024
01/09/2021,2021-01-09,1,0,0,1,2.081366342397852
01/15/2021,2021-01-15,2,4,0,6,3.061024756798389
01/21/2021,2021-01-21,0,1,0,1,2.5457685675987913
01/27/2021,2021-01-27,1,1,0,2,2.4093264256990934
02/09/2021,2021-02-09,0,2,0,2,2.30699481927432
02/12/2021,2021-02-12,0,2,0,2,2.2302461144557397
02/22/2021,2021-02-22,1,0,0,1,1.9226845858418047
02/25/2021,2021-02-25,1,1,0,2,1.9420134393813535
02/28/2021,2021-02-28,0,1,0,1,1.706510079536015
03/03/2021,2021-03-03,1,0,0,1,1.5298825596520114
03/05/2021,2021-03-05,4,3,0,7,2.897411919739009
03/12/2021,2021-03-12,0,6,0,6,3.673058939804257
03/13/2021,2021-03-13,0,1,0,1,3.0047942048531926
03/15/2021,2021-03-15,0,1,0,1,2.503595653639894
03/17/2021,2021-03-17,1,2,0,3,2.6276967402299203
03/19/2021,2021-03-19,0,1,0,1,2.22077255517244
03/25/2021,2021-03-25,1,3,0,4,2.66557941637933
03/26/2021,2021-03-26,0,2,0,2,2.4991845622844973
04/02/2021,2021-04-02,0,6,0,6,3.3743884217133733
04/04/2021,2021-04-04,0,1,0,1,2.7807913162850295
04/08/2021,2021-04-08,1,0,0,1,2.335593487213772
04/10/2021,2021-04-10,0,1,0,1,2.0016951154103286
04/14/2021,2021-04-14,0,2,0,2,2.0012713365577466
04/20/2021,2021-04-20,1,0,0,1,1.7509535024183098
04/22/2021,2021-04-22,0,2,0,2,1.8132151268137324
04/27/2021,2021-04-27,0,1,0,1,1.6099113451102993
04/30/2021,2021-04-30,0,2,0,2,1.7074335088327246
05/03/2021,2021-05-03,0,1,0,1,1.5305751316245435
05/05/2021,2021-05-05,1,0,0,1,1.3979313487184075
05/13/2021,2021-05-13,0,1,0,1,1.2984485115388056
05/14/2021,2021-05-14,0,2,0,2,1.4738363836541042
05/18/2021,2021-05-18,0,3,0,3,1.8553772877405783
05/19/2021,2021-05-19,0,3,0,3,2.141532965805434
05/20/2021,2021-05-20,0,1,0,1,1.8561497243540754
05/28/2021,2021-05-28,0,1,0,1,1.6421122932655565
06/04/2021,2021-06-04,0,2,0,2,1.7315842199491676
06/07/2021,2021-06-07,0,1,0,1,1.5486881649618758
06/08/2021,2021-06-08,0,2,0,2,1.661516123721407
06/14/2021,2021-06-14,0,1,0,1,1.4961370927910551
06/21/2021,2021-06-21,0,1,0,1,1.3721028195932912
06/30/2021,2021-06-30,0,2,0,2,1.5290771146949684
07/06/2021,2021-07-06,0,1,0,1,1.3968078360212262
07/29/2021,2021-07-29,0,1,0,1,1.2976058770159196
08/24/2021,2021-08-24,0,1,0,1,1.2232044077619395
08/30/2021,2021-08-30,2,1,0,3,1.6674033058214548
09/01/2021,2021-09-01,1,0,0,1,1.5005524793660912
09/08/2021,2021-09-08,5,3,0,8,3.125414359524569
09/09/2021,2021-09-09,0,1,0,1,2.5940607696434266
09/10/2021,2021-09-10,1,0,0,1,2.19554557723257
09/13/2021,2021-09-13,1,1,0,2,2.1466591829244273
09/14/2021,2021-09-14,2,1,0,3,2.3599943871933204
09/15/2021,2021-09-15,2,0,0,2,2.2699957903949906
09/16/2021,2021-09-16,0,1,0,1,1.9524968427962428
09/17/2021,2021-09-17,1,0,0,1,1.7143726320971822
09/20/2021,2021-09-20,3,3,0,6,2.785779474072887
09/22/2021,2021-09-22,3,1,0,4,3.0893346055546655
09/23/2021,2021-09-23,1,0,0,1,2.567000954165999
09/24/2021,2021-09-24,2,0,0,2,2.425250715624499
09/25/2021,2021-09-25,5,1,0,6,3.3189380367183743
09/29/2021,2021-09-29,2,3,0,5,3.739203527538781
09/30/2021,2021-09-30,3,0,0,3,3.554402645654086
10/03/2021,2021-10-03,1,0,0,1,2.915801984240564
10/05/2021,2021-10-05,3,0,0,3,2.9368514881804226
10/09/2021,2021-10-09,3,2,0,5,3.4526386161353173
10/10/2021,2021-10-10,0,1,0,1,2.8394789621014875
10/11/2021,2021-10-11,2,0,0,2,2.6296092215761155
10/14/2021,2021-10-14,2,0,0,2,2.4722069161820865
10/18/2021,2021-10-18,0,1,0,1,2.104155187136565
10/19/2021,2021-10-19,0,1,0,1,1.8281163903524236
10/20/2021,2021-10-20,1,0,0,1,1.6210872927643176
10/21/2021,2021-10-21,4,0,0,4,2.2158154695732386
10/25/2021,2021-10-25,2,0,0,2,2.1618616021799286
10/27/2021,2021-10-27,2,1,0,3,2.3713962016349464
10/28/2021,2021-10-28,1,0,0,1,2.0285471512262094
11/01/2021,2021-11-01,4,0,0,4,2.521410363419657
11/02/2021,2021-11-02,1,0,0,1,2.1410577725647424
11/03/2021,2021-11-03,3,1,0,4,2.6057933294235567
11/04/2021,2021-11-04,0,3,0,3,2.7043449970676674
11/05/2021,2021-11-05,1,1,0,2,2.5282587478007503
11/07/2021,2021-11-07,1,0,0,1,2.1461940608505627
11/09/2021,2021-11-09,1,4,0,5,2.859645545637922
11/11/2021,2021-11-11,3,1,0,4,3.1447341592284417
11/12/2021,2021-11-12,2,2,0,4,3.3585506194213313
11/15/2021,2021-11-15,1,0,0,1,2.768912964565998
11/16/2021,2021-11-16,0,1,0,1,2.3266847234244983
11/17/2021,2021-11-17,3,3,0,6,3.2450135425683744
11/18/2021,2021-11-18,0,1,0,1,2.6837601569262803
11/19/2021,2021-11-19,1,1,0,2,2.51282011769471
11/26/2021,2021-11-26,0,1,0,1,2.1346150882710324
11/27/2021,2021-11-27,2,2,0,4,2.6009613162032745
11/30/2021,2021-11-30,2,2,0,4,2.950720987152456
12/01/2021,2021-12-01,1,0,0,1,2.4630407403643417
12/05/2021,2021-12-05,2,3,0,5,3.0972805552732567
12/07/2021,2021-12-07,0,3,0,3,3.0729604164549427
12/08/2021,2021-12-08,1,0,0,1,2.554720312341207
12/09/2021,2021-12-09,2,0,0,2,2.4160402342559046
12/12/2021,2021-12-12,1,0,0,1,2.062030175691928
12/14/2021,2021-12-14,1,2,0,3,2.296522631768946
12/20/2021,2021-12-20,2,4,0,6,3.22239197382671
12/26/2021,2021-12-26,2,2,0,4,3.4167939803700325
12/29/2021,2021-12-29,1,0,0,1,2.812595485277524
01/03/2022,2022-01-03,1,0,0,1,2.3594466139581427
01/04/2022,2022-01-04,0,1,0,1,2.019584960468607
01/07/2022,2022-01-07,1,1,0,2,2.014688720351455
01/16/2022,2022-01-16,1,1,0,2,2.0110165402635913
01/20/2022,2022-01-20,0,3,0,3,2.2582624051976934
01/24/2022,2022-01-24,0,1,0,1,1.94369680389827
01/25/2022,2022-01-25,1,1,0,2,1.9577726029237026
01/27/2022,2022-01-27,0,1,0,1,1.718329452192777
02/01/2022,2022-02-01,0,2,0,2,1.788747089144583
02/02/2022,2022-02-02,0,2,0,2,1.8415603168584371
02/03/2022,2022-02-03,0,1,0,1,1.631170237643828
02/05/2022,2022-02-05,1,0,0,1,1.473377678232871
02/07/2022,2022-02-07,0,1,0,1,1.3550332586746532
02/10/2022,2022-02-10,0,3,0,3,1.76627494400599
02/18/2022,2022-02-18,3,4,0,7,3.0747062080044927
02/22/2022,2022-02-22,0,3,0,3,3.0560296560033695
02/23/2022,2022-02-23,1,0,0,1,2.5420222420025267
02/24/2022,2022-02-24,1,0,0,1,2.156516681501895
02/28/2022,2022-02-28,0,1,0,1,1.867387511126421
03/02/2022,2022-03-02,1,1,0,2,1.9005406333448158
03/06/2022,2022-03-06,1,2,0,3,2.175405475008612
03/08/2022,2022-03-08,0,1,0,1,1.881554106256459
03/09/2022,2022-03-09,1,1,0,2,1.9111655796923441
03/10/2022,2022-03-10,1,2,0,3,2.183374184769258
03/17/2022,2022-03-17,0,3,0,3,2.3875306385769433
03/23/2022,2022-03-23,0,4,0,4,2.7906479789327077
03/25/2022,2022-03-25,0,2,0,2,2.5929859841995304
03/29/2022,2022-03-29,0,3,0,3,2.6947394881496476
03/30/2022,2022-03-30,0,1,0,1,2.2710546161122354
04/05/2022,2022-04-05,1,1,0,2,2.2032909620841763
04/07/2022,2022-04-07,0,1,0,1,1.9024682215631321
04/11/2022,2022-04-11,0,1,0,1,1.676851166172349
04/13/2022,2022-04-13,0,4,0,4,2.257638374629262
04/19/2022,2022-04-19,0,1,0,1,1.9432287809719464
04/25/2022,2022-04-25,0,3,0,3,2.20742158572896
04/26/2022,2022-04-26,1,0,0,1,1.90556618929672
05/04/2022,2022-05-04,1,5,0,6,2.92917464197254
05/09/2022,2022-05-09,0,2,0,2,2.696880981479405
05/13/2022,2022-05-13,1,1,0,2,2.5226607361095534
05/19/2022,2022-05-19,0,1,0,1,2.141995552082165
05/20/2022,2022-05-20,0,1,0,1,1.8564966640616236
05/25/2022,2022-05-25,0,1,0,1,1.6423724980462178
05/26/2022,2022-05-26,0,1,0,1,1.4817793735346632
05/27/2022,2022-05-27,0,1,0,1,1.3613345301509974
05/30/2022,2022-05-30,0,5,0,5,2.271000897613248
06/02/2022,2022-06-02,0,1,0,1,1.953250673209936
06/13/2022,2022-06-13,0,2,0,2,1.964938004907452
06/22/2022,2022-06-22,0,1,0,1,1.723703503680589
08/17/2022,2022-08-17,1,0,0,1,1.542777627760442
08/29/2022,2022-08-29,1,0,0,1,1.4070832208203312
09/01/2022,2022-09-01,4,2,0,6,2.5553124156152482
09/06/2022,2022-09-06,1,0,0,1,2.1664843117114363
09/08/2022,2022-09-08,1,0,0,1,1.874863233783577
09/12/2022,2022-09-12,2,1,0,3,2.1561474253376827
09/14/2022,2022-09-14,4,0,0,4,2.617110569003262
09/15/2022,2022-09-15,1,4,0,5,3.212832926752447
09/16/2022,2022-09-16,2,1,0,3,3.1596246950643354
09/19/2022,2022-09-19,1,2,0,3,3.119718521298252
09/20/2022,2022-09-20,2,0,0,2,2.8397888909736886
09/22/2022,2022-09-22,4,1,0,5,3.3798416682302665
09/24/2022,2022-09-24,0,1,0,1,2.7848812511726995
09/28/2022,2022-09-28,4,3,0,7,3.8386609383795247
10/02/2022,2022-10-02,0,1,0,1,3.1289957037846436
10/04/2022,2022-10-04,3,1,0,4,3.346746777838483
10/05/2022,2022-10-05,2,0,0,2,3.010060083378862
10/06/2022,2022-10-06,2,0,0,2,2.757545062534146
10/10/2022,2022-10-10,7,2,0,9,4.31815879690061
10/11/2022,2022-10-11,2,0,0,2,3.7386190976754574
10/13/2022,2022-10-13,4,3,0,7,4.553964323256593
10/18/2022,2022-10-18,4,5,0,9,5.665473242442444
10/20/2022,2022-10-20,1,0,0,1,4.499104931831833
10/21/2022,2022-10-21,0,2,0,2,3.8743286988738745
10/26/2022,2022-10-26,2,2,0,4,3.905746524155406
10/27/2022,2022-10-27,1,0,0,1,3.1793098931165544
10/28/2022,2022-10-28,2,0,0,2,2.8844824198374157
11/01/2022,2022-11-01,2,4,0,6,3.663361814878062
11/05/2022,2022-11-05,1,2,0,3,3.4975213611585465
11/08/2022,2022-11-08,7,0,0,7,4.37314102086891
11/09/2022,2022-11-09,0,1,0,1,3.529855765651682
11/11/2022,2022-11-11,2,2,0,4,3.6473918242387615
11/14/2022,2022-11-14,1,1,0,2,3.235543868179071
11/15/2022,2022-11-15,1,0,0,1,2.6766579011343032
11/17/2022,2022-11-17,1,2,0,3,2.7574934258507273
11/18/2022,2022-11-18,1,1,0,2,2.5681200693880455
11/20/2022,2022-11-20,1,1,0,2,2.426090052041034
11/22/2022,2022-11-22,10,1,0,11,4.569567539030776
11/28/2022,2022-11-28,1,2,0,3,4.177175654273081
11/29/2022,2022-11-29,2,0,0,2,3.6328817407048106
12/02/2022,2022-12-02,0,1,0,1,2.9746613055286075
12/04/2022,2022-12-04,1,0,0,1,2.4809959791464555
12/05/2022,2022-12-05,1,0,0,1,2.110746984359842
12/08/2022,2022-12-08,0,3,0,3,2.3330602382698813
12/20/2022,2022-12-20,3,3,0,6,3.2497951787024113
01/04/2023,2023-01-04,1,0,0,1,2.6873463840268084
01/10/2023,2023-01-10,2,1,0,3,2.7655097880201063
01/16/2023,2023-01-16,1,2,0,3,2.8241323410150794
01/19/2023,2023-01-19,1,1,0,2,2.6180992557613094
01/27/2023,2023-01-27,0,3,0,3,2.713574441820982
02/02/2023,2023-02-02,2,2,0,4,3.0351808313657367
02/09/2023,2023-02-09,2,1,0,3,3.0263856235243027
02/16/2023,2023-02-16,0,1,0,1,2.519789217643227
02/17/2023,2023-02-17,0,3,0,3,2.63984191323242
02/27/2023,2023-02-27,0,2,0,2,2.4798814349243146
03/08/2023,2023-03-08,0,5,0,5,3.109911076193236
03/10/2023,2023-03-10,0,2,0,2,2.832433307144927
03/17/2023,2023-03-17,0,1,0,1,2.3743249803586948
03/22/2023,2023-03-22,0,2,0,2,2.280743735269021
03/24/2023,2023-03-24,0,1,0,1,1.9605578014517657
03/29/2023,2023-03-29,1,1,0,2,1.9704183510888242
04/11/2023,2023-04-11,0,3,0,3,2.227813763316618
04/18/2023,2023-04-18,0,2,0,2,2.1708603224874636
05/01/2023,2023-05-01,0,2,0,2,2.1281452418655977
05/10/2023,2023-05-10,1,3,0,4,2.5961089313991983
05/16/2023,2023-05-16,2,4,0,6,3.447081698549399
05/23/2023,2023-05-23,0,1,0,1,2.835311273912049
06/05/2023,2023-06-05,0,2,0,2,2.6264834554340366
06/13/2023,2023-06-13,0,3,0,3,2.7198625915755272
06/23/2023,2023-06-23,0,2,0,2,2.5398969436816454
07/05/2023,2023-07-05,0,1,0,1,2.154922707761234
08/01/2023,2023-08-01,1,0,0,1,1.8661920308209254
08/10/2023,2023-08-10,1,0,0,1,1.6496440231156941
08/28/2023,2023-08-28,1,0,0,1,1.4872330173367705
09/01/2023,2023-09-01,4,3,0,7,2.865424763002578
09/08/2023,2023-09-08,6,2,0,8,4.149068572251934
09/09/2023,2023-09-09,1,0,0,1,3.36180142918895
09/12/2023,2023-09-12,2,1,0,3,3.2713510718917127
09/13/2023,2023-09-13,1,0,0,1,2.7035133039187844
09/14/2023,2023-09-14,0,2,0,2,2.5276349779390883
09/18/2023,2023-09-18,6,4,0,10,4.395726233454316
09/24/2023,2023-09-24,2,0,0,2,3.796794675090737
09/26/2023,2023-09-26,7,0,0,7,4.597596006318052
09/30/2023,2023-09-30,5,3,0,8,5.448197004738539
10/02/2023,2023-10-02,1,0,0,1,4.336147753553904
10/03/2023,2023-10-03,3,3,0,6,4.752110815165428
10/05/2023,2023-10-05,2,0,0,2,4.06408311137407
10/06/2023,2023-10-06,0,1,0,1,3.2980623335305523
10/09/2023,2023-10-09,3,0,0,3,3.2235467501479143
10/12/2023,2023-10-12,3,0,0,3,3.1676600626109357
10/16/2023,2023-10-16,2,0,0,2,2.8757450469582015
10/19/2023,2023-10-19,2,0,0,2,2.656808785218651
10/20/2023,2023-10-20,1,0,0,1,2.2426065889139877
10/22/2023,2023-10-22,4,1,0,5,2.9319549416854906
10/30/2023,2023-10-30,8,0,0,8,4.198966206264118
11/07/2023,2023-11-07,7,6,0,13,6.39922465469809
11/08/2023,2023-11-08,0,1,0,1,5.049418491023567
11/13/2023,2023-11-13,7,2,0,9,6.037063868267676
11/17/2023,2023-11-17,0,1,0,1,4.777797901200756
11/27/2023,2023-11-27,4,0,0,4,4.583348425900567
11/30/2023,2023-11-30,1,0,0,1,3.6875113194254254
12/04/2023,2023-12-04,2,0,0,2,3.265633489569069
12/12/2023,2023-12-12,1,0,0,1,2.6992251171768014
12/13/2023,2023-12-13,4,2,0,6,3.5244188378826014
12/19/2023,2023-12-19,3,2,0,5,3.893314128411951
01/02/2024,2024-01-02,1,0,0,1,3.169985596308963
01/05/2024,2024-01-05,0,2,0,2,2.8774891972317223
01/10/2024,2024-01-10,2,3,0,5,3.408116897923792
01/15/2024,2024-01-15,1,1,0,2,3.056087673442844
01/24/2024,2024-01-24,3,3,0,6,3.7920657550821333
01/29/2024,2024-01-29,1,0,0,1,3.0940493163116
02/08/2024,2024-02-08,0,3,0,3,3.0705369872337003
02/15/2024,2024-02-15,4,3,0,7,4.052902740425275
02/21/2024,2024-02-21,0,1,0,1,3.2896770553189563
03/11/2024,2024-03-11,1,11,0,12,5.467257791489217
03/25/2024,2024-03-25,0,1,0,1,4.350443343616913
03/26/2024,2024-03-26,0,2,0,2,3.7628325077126847
04/02/2024,2024-04-02,0,3,0,3,3.5721243807845138
04/14/2024,2024-04-14,0,2,0,2,3.1790932855883853
04/18/2024,2024-04-18,0,4,0,4,3.384319964191289
04/25/2024,2024-04-25,0,1,0,1,2.7882399731434666
04/30/2024,2024-04-30,0,1,0,1,2.3411799798576
05/09/2024,2024-05-09,0,1,0,1,2.0058849848932
05/30/2024,2024-05-30,1,4,0,5,2.7544137386699
06/05/2024,2024-06-05,0,1,0,1,2.315810304002425
06/26/2024,2024-06-26,1,0,0,1,1.9868577280018187
08/20/2024,2024-08-20,9,5,0,14,4.9901432960013645
08/24/2024,2024-08-24,0,1,0,1,3.992607472001023
08/26/2024,2024-08-26,1,1,0,2,3.4944556040007675
09/02/2024,2024-09-02,1,0,0,1,2.8708417030005755
09/05/2024,2024-09-05,3,0,0,3,2.9031312772504316
09/09/2024,2024-09-09,7,1,0,8,4.177348457937824
09/12/2024,2024-09-12,7,1,0,8,5.133011343453368
09/16/2024,2024-09-16,2,1,0,3,4.599758507590026
09/17/2024,2024-09-17,1,0,0,1,3.699818880692519
09/19/2024,2024-09-19,1,1,0,2,3.2748641605193893
09/20/2024,2024-09-20,7,0,0,7,4.206148120389542
09/23/2024,2024-09-23,1,0,0,1,3.404611090292156
09/24/2024,2024-09-24,1,0,0,1,2.803458317719117
09/25/2024,2024-09-25,3,0,0,3,2.8525937382893374
10/01/2024,2024-10-01,2,4,0,6,3.6394453037170034
10/02/2024,2024-10-02,0,2,0,2,3.2295839777877524
10/07/2024,2024-10-07,3,0,0,3,3.1721879833408146
10/09/2024,2024-10-09,2,2,0,4,3.379140987505611
10/14/2024,2024-10-14,2,2,0,4,3.5343557406292083
10/21/2024,2024-10-21,8,2,0,10,5.150766805471906
10/22/2024,2024-10-22,2,0,0,2,4.363075104103929
10/29/2024,2024-10-29,5,3,0,8,5.2723063280779465
11/04/2024,2024-11-04,2,0,0,2,4.45422974605846
11/05/2024,2024-11-05,4,5,0,9,5.590672309543845
11/08/2024,2024-11-08,1,0,0,1,4.443004232157883
11/11/2024,2024-11-11,2,3,0,5,4.582253174118413
11/14/2024,2024-11-14,3,0,0,3,4.186689880588809
11/18/2024,2024-11-18,0,1,0,1,3.3900174104416068
11/26/2024,2024-11-26,1,1,0,2,3.042513057831205
11/27/2024,2024-11-27,1,3,0,4,3.281884793373404
12/05/2024,2024-12-05,2,3,0,5,3.711413595030053
12/06/2024,2024-12-06,0,1,0,1,3.03356019627254
12/10/2024,2024-12-10,2,0,0,2,2.775170147204405
12/11/2024,2024-12-11,0,2,0,2,2.5813776104033033
12/17/2024,2024-12-17,1,1,0,2,2.436033207802477
12/24/2024,2024-12-24,0,3,0,3,2.5770249058518577
01/16/2025,2025-01-16,1,3,0,4,2.9327686793888934
01/23/2025,2025-01-23,1,1,0,2,2.6995765095416697
01/25/2025,2025-01-25,1,1,0,2,2.5246823821562523
01/30/2025,2025-01-30,0,1,0,1,2.143511786617189
02/06/2025,2025-02-06,2,5,0,7,3.357633839962892
02/19/2025,2025-02-19,0,1,0,1,2.7682253799721686
03/05/2025,2025-03-05,0,3,0,3,2.8261690349791264
03/07/2025,2025-03-07,0,2,0,2,2.6196267762343446
03/11/2025,2025-03-11,1,1,0,2,2.464720082175758
03/21/2025,2025-03-21,1,2,0,3,2.598540061631818
04/03/2025,2025-04-03,0,1,0,1,2.1989050462238633
04/08/2025,2025-04-08,1,2,0,3,2.3991787846678974
